Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"If Modifier  (2430 SVD03-06) is present, Modifier 3 (2430 SVD03-05) must be present.
If present, Modifier 4 (2430 SVD03-06) must be 2 characters in length.
If present, Modifier 4 must be a valid HCPCS Modifier.
When present, Modifier 4 must be a valid HCPCS Modifier (2430 SVD03-06) for Service From (2400 DTP03) and Service To (2400 DTP03) dates and/or Statement From (2300 DTP03) and Statement To (2300 DTP03) dates.
If the HCPCS Code (2430 SV302-2) is A0021-A0999, the Modifier will not be validated.",Value of sub-element SV101-04 has been already used. Procedure modifier codes are expected to be unique for every product/service. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1261,38%,0x39395EE
"If Present, the Line Adjudication Information Description (2430 SVD03-07) cannot exceed 80 chars in length and must be AlphaNumeric.",Segment PER (Property and Casualty Subscriber Contact Information) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br},1262,32%,0x3938B52
"The Paid Units of Service (2430 SVD05) is Required when Adjudication Information (2430 SVD) is Present.
If present, Paid Units of Service Must be >= 0, <= 999,999.9",Value of element DTP03 (Date - Service Date) is incorrect. Start date of period may not be after end date. Expected value is Date in format 'CCYYMMDD-CCYYMMDD' when DTP02 ='RD8'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gd,1263,33%,0x3939387
"When present, Paid Service Unit Count (2430 SVD05) must be numeric and no greater than 10 digits, not counting the decimal. Paid Service Unit Count is required when Adjudication Information (2430 SVD) is present.",Loop 2310C (Service Facility Location Name) is used. It should not be used when loop 2010AA is used with the same information. Loop [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count,1264,41%,0x3938C72
"If 2430 SVD segment is present, Paid Units Of Service (2430 SVD05) must be present. Paid Units Of Service must be numeric, greater than or equal to zero, not more than 9999.",Value of element DTP03 (Service Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This err,1265,38%,0x3939388
"If present, Bundled Line Number (2430 SVD05) Must be Numeric (Whole Integer), Max Length of 6 Digits, and cannot have Decimals.",Value of element BPR07 is incorrect. Expected value is from external code list - Canadian Bank Branch and Institution Number (91) when BPR06='04'.,1266,24%,0x3939320
"If 2430 CAS segment is present, Paid Units Of Service (2430 SVD05) must be present. Paid Units Of Service must be numeric, greater than or equal to zero, not more than 9999.",Value of element DTP03 (Service Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This err,1267,38%,0x3939388
"When present, Claim Adjustment Group Code (2430 CAS01) must be CO, CR, OA, PI or PR. Claim Adjustment Group Code is required when the 2430 CAS Segment is present.","Segment CAS is used. New instance of segment CAS should not be used with the same Adjustment Group Code (CAS01) when previous one has not-used adjustment
trio codes.",1268,52%,0x3938BBE
"When Claim Adjustment (2430 CAS) is Present, Group Code (2330 CAS01) , Reason Code (2430 CAS02), and Amount (2430 CAS03) Must be Present.","Segment CAS is used. New instance of segment CAS should not be used with the same Adjustment Group Code (CAS01) when previous one has not-used adjustment
trio codes.",1269,35%,0x3938BBE
CAS Cannot Be Present When Medicare is Primary Payer,Value of element SBR01 is incorrect. Primary payer is not specified (elements SBR01 in loops 2000B/2320 do not have 'P' value). It is expected to be used when other payers are known to be involved. Segment [dpe.rec.gdl.id] is defined in the guideline at p,1270,56%,0x3939460
"Adjustment Reason Code (2430 CAS02) is required when Adjustment Amount (2430 CAS03) is present. For FEP, Medicare and Medipak Advantage, Adjustment Reason Code must be a valid code for the Check/Remittance Date (2430B DTP 573).","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",1271,37%,0x3938BD5
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1272,39%,0x3938AEA
"When Adjustment Reason Code (2430 CAS02) is present, the Adjustment Amount (2430 CAS03) is required.
For Medicare and Medipak Advantage, the Adjustment Amount:
 is Required when the 2430 CAS Segment is Present.
 Must be Numeric
 Must be >= -99,999,999.99 and <= 99,999,999.99
 Must Not Equal 0
 Limited to 0, 1, or 2 Decimal Places",Segment CAS (Claim Level Adjustments) is used. It should not be used when segment AMT (Coordination of Benefits (COB) Total Non-covered Amount) is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detec,1273,38%,0x3938B5B
"When present, Adjustment Quantity (2430 CAS04) cannot exceed length of 15 and cannot be 0.",Value of sub-element SV202-01 is incorrect. Value 'ZZ' cannot be used till mandated by Hipaa.,1274,33%,0x3939662
"Adjustment Reason Code (2430 CAS05) is required when Adjustment Amount (2430 CAS06) is present. For FEP, Medicare and Medipak Advantage, Adjustment Reason Code must be a valid Code for the Check/Remittance Date (2430B DTP 573).","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",1275,37%,0x3938BD5
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1276,39%,0x3938AEA
"When Adjustment Reason Code (2430 CAS06) is present, the Adjustment Amount (2430 CAS07) is required.
For Medicare and Medipak Advantage, the Adjustment Amount:
 Must be Numeric
 Must be >= -99,999,999.99 and <= 99,999,999.99
 Must Not Equal 0
 Limited to 0, 1, or 2 Decimal Places",Segment CAS (Claim Level Adjustments) is used. It should not be used when segment AMT (Coordination of Benefits (COB) Total Non-covered Amount) is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detec,1277,32%,0x3938B5B
"When present, Adjustment Quantity (2430 CAS07) cannot exceed a length of 15 and cannot be 0.",Value of sub-element SV202-01 is incorrect. Value 'ZZ' cannot be used till mandated by Hipaa.,1278,38%,0x3939662
"Adjustment Reason Code (2430 CAS08) is required when Adjustment Amount (2430 CAS09) is present. For FEP, Medicare and Medipak Advantage, Adjustment Reason Code must be a valid code for the Check/Remittance Date (2430B DTP 573).","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",1279,37%,0x3938BD5
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1280,39%,0x3938AEA
"When Adjustment Reason Code (2430 CAS09) is present the Adjustment Amount (2430 CAS10) is required.
For Medicare and Medipak Advantage, the Adjustment Amount:
 Must be Numeric
 Must be >= -99,999,999.99 and <= 99,999,999.99
 Must Not Equal 0
 Limited to 0, 1, or 2 Decimal Places",Segment CAS (Claim Level Adjustments) is used. It should not be used when segment AMT (Coordination of Benefits (COB) Total Non-covered Amount) is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detec,1281,32%,0x3938B5B
Adjustment Quantity (2430 CAS10) cannot exceed a length of 15 and cannot be 0.,Value of sub-element SV202-01 is incorrect. Value 'ZZ' cannot be used till mandated by Hipaa.,1282,43%,0x3939662
"Adjustment Reason Code (2430 CAS11) is required when Adjustment Amount (2430 CAS12) is present. For FEP, Medicare and Medipak Advantage, the Adjustment Reason Code must be a valid code for the Check/Remittance Date (2430B DTP 573).",Value of element CAS05 has been already used. Claim Adjustment Reason Codes are expected to have unique values within segment CAS. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{ta,1283,39%,0x39393FA
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1284,39%,0x3938AEA
"When Adjustment Reason Code (2430 CAS12) is present, the Adjustment Amount (2430 CAS13) is required.
For Medicare and Medipak Advantage, the Adjustment Amount:
 Must be Numeric
 Must be >= -99,999,999.99 and <= 99,999,999.99
 Must Not Equal 0
 Limited to 0, 1, or 2 Decimal Places",Segment CAS (Claim Level Adjustments) is used. It should not be used when segment AMT (Coordination of Benefits (COB) Total Non-covered Amount) is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detec,1285,32%,0x3938B5B
Adjustment Quantity (2430 CAS13) cannot exceed length of 15 and cannot be 0.,Value of sub-element SV202-01 is incorrect. Value 'ZZ' cannot be used till mandated by Hipaa.,1286,38%,0x3939662
"Adjustment Reason Code (2430 CAS14) is required when Adjustment Amount (2430 CAS15) is present. For FEP, Medicare and Medipak Advantage, Adjustment Reason Code must be a valid code for the Check/Remittance Date (2430B DTP 573).","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",1287,37%,0x3938BD5
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1288,39%,0x3938AEA
"When Adjustment Reason Code (2430 CAS15) is present, the Adjustment Amount (2430 CAS16) is required.
For Medicare and Medipak Advantage, the Adjustment Amount:
 Must be Numeric
 Must be >= -99,999,999.99 and <= 99,999,999.99
 Must Not Equal 0
 Limited to 0, 1, or 2 Decimal Places",Segment CAS (Claim Level Adjustments) is used. It should not be used when segment AMT (Coordination of Benefits (COB) Total Non-covered Amount) is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error was detec,1289,32%,0x3938B5B
Adjustment Quantity (2430 CAS16) cannot exceed length of 15 and cannot be 0.,Value of sub-element SV202-01 is incorrect. Value 'ZZ' cannot be used till mandated by Hipaa.,1290,38%,0x3939662
"Adjustment Reason Code (2430 CAS17) is required when Adjustment Amount (2430 CAS18) is present. For FEP, Medicare and Medipak Advantage, Adjustment Reason Code must be a valid code for the Check/Remittance Date (2430B DTP 573).","Segment LQ is missing. Remark codes are required when Claim Adjustment Reason Code 16, 17, 96, 125, 148, 162, 226, 227 or A1 is used in CAS segment.",1291,37%,0x3938BD5
Claims with DOS on or after 4/1/2013 submitted from providers with Medicare primary and cob information populated must use CARC code 223 if date submitted to AHIN is 1/5/2014 and earlier and must use CARC code 253 if date submitted to AHIN is 1/6/2014 and later.,"Segment DTP (Date - Acute Manifestation) is missing. It is expected to be used when CR208 is 'A' or 'M' in loop 2300, claim involves spinal manipulation, and payer is Medicare.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{ta",1292,39%,0x3938AEA
