Rejection Checked,Rejection Found,Row #,FormattedAccuracy,ErrorCode
"The Provider Accepts Assignment Indicator (2300 CLM07) must be present or the claim will reject.
The Provider Accepts Assignment Indicator (2300 CLM07) must contain an A or C or the claim will reject.

2007268008 - RMP - Added FEP
2008198019 - DMC - Added ARCAID and COMM per protrac 2008198019.
2010099011 - updated for dental FEP
2010218002-07/07/2011- DMC - Revised per 5010 IG.","Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CR3 '' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment CRC 'Condition Indicator/Durable Medical Equipment' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Begin Therapy Date' is used.
Segment N4 (Ordering Provider City, State, ZIP Code) is missing. It is required when segment DTP 'Date - Last Certification Date' is used.",1430,35%,0x3938B30
"If Related Cause Code (2300 CLM11) contains AA or OA, then the Accident Date (2300 DTP03) is required.

2010099011 - updated for dental FEP
2010218002-02/15/2011-RMP-new for 5010 Dental",Value of sub-element HI01-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,1431,25%,0x3939607
"If Related Cause Code (2300 CLM11) contains AA or OA, then the Accident Date (2300 DTP03) is required.

2010099011 - updated for dental FEP
2010218002-02/15/2011-RMP-new for 5010 Dental",Value of sub-element HI01-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,1432,25%,0x3939607
"When any of the Related Causes fields (2300 CLM 11) contains ""AA"", the Accident State (2300 CLM11 4) must be present. For Medicaid, when the Accident State field is populated, one of the Related Causes fields must contain ""AA.

11/01/2007-RMP-PR2007305012 - Added Commercial and Medicaid.
2010218002-02/23/2011-RMP-new for 5010 Dental
","Segment DTP (Date - Accident) is missing. It is required when CLM11-1, -2, or -3 is one of 'AA', 'OA'.{br}{br}This segment was expected after:{br}{tab}Segment Count: [dpe.dc]{br}{tab}Character: [emp.cp]",1433,29%,0x3938AF4
"Service From Date (2300 DTP03) must be a valid date. 
Service From Date must be Greater than Patient Birth Date.
Service From Date must be Less than Service To Date (2300 DTP03).
Service From Date must be Less Than or Equal to Current Date.

2010099011 - updated for dental
2010337024-12/6/2010-rmp-2400 DTP 03 Service From Date should NOT be required
2010218002-07/19/2011-rmp-updated for 5010",Value of element DTP03 (Claim Service Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,1434,46%,0x3939388
"If an Accident Date (2300 DTP03) is given, there must be Related Cause Code (2300 CLM11-1, CLM11-2).

2010218002-02/25/2011-RMP-new for 5010 Dental
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of sub-element HI01-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,1435,41%,0x3939607
"Accident Date (2300 DTP03) must be a valid date.
For Access Only, FEP, Health Advantage, Blue Advantage, Blue Cross, the Accident Date must be less than or equal to the Service Date (2300 DTP03).

2010099011 - updated for dental FEP
2010218002-02/25/2011-RMP-new for 5010 Dental
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element DTP03 (Accident Date) is incorrect. Value for date or start period date is expected to be a date earlier than the Transaction Creation Date.,1436,33%,0x3939388
"Paper (X0020) Dental Claims Transmission Code must be BM, first iteration required

2017291015 - 12/12/2017 - slc - paper dental claims initial requirements
2018018030 - 01/22/2018 - slc - don't require unless paper",Value of sub-element HI01-02 is incorrect. Value '[dpe.dat.vl]' may be used only on paper claims.,1437,25%,0x3939605
"Paper (X0020) Dental Claims Encoder Number must be 14 digits, first occurrence required and must be encoder number.

2017291015 - 12/12/2017 - slc - paper dental claims initial requirements
2018018030 - 01/22/2018 - slc - don't require unless paper
2018064033 - 03/21/2018 - slc - prevent dup encoder_numbers.",Segment DTP (Date - Property and Casualty Date of First Contact) is used. It is not expected to be used when segment REF (Property and Casualty Claim Number) is not used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}Th,1438,28%,0x3938B52
"If present must be numeric
",Segment REF (Payee Additional Identification) is missing. TIN must be carried in this REF segment when N103 is 'TJ'.,1439,60%,0x3938BD4
If Present Must Be Numeric,Segment REF (Payee Additional Identification) is missing. TIN must be carried in this REF segment when N103 is 'TJ'.,1440,60%,0x3938BD4
"If Tooth Status field is present, Tooth Number must be present, also.

2010/07/23--DMC--Created per protrac 2010099011.
2010218002 - 07/19/2011 - rmp - updated for 5010
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline","Value of element [dpe.rec.gdl.id][dpe.gdl.sq] is incorrect. It should be formatted as ""JP"" followed by Tooth numbers from ECL 135T separated by space.",1441,42%,0x3939434
"If present, and the Tooth Status Code (2300 DN202) does not contain either E or M the claim will reject.

07/15/2010--DMC-- Created edit per Protrac 2010099011.
2010218002-07/07/2011- DMC - Revised per 5010 IG.
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element ST01 (Transaction Set Identifier Code) does not match to value of element GS01 (Functional Identifier Code). Expected value of GS01 is 'HS' for this transaction type. ,1442,35%,0x3939440
"Do not allow ICD9 and ICD10 codes on same claim.
For claims with dates of service before 10/1/2015, Diagnosis Type (2300 HI01-01) must be BK.
For claims with dates of service on or after 10/1/2015, Diagnosis Type (2300 HI01-01) must be ABK.
",Value of element DTP03 is incorrect. Segment DTP (Date - Onset of Current Illness or Symptom) should not be used with the same value as in segment DTP (Date - Service Date). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq],1443,31%,0x393941D
"Diag Code 1 must be a valid ICD9/ICD10 code and left-justified.
If Diag Code 1 is 3 or 4 digits and a 4 or 5 digit code is available, then it must be coded to the most specific level.
Multiple occurrences of the same diagnosis code is not allowed.
",Value of sub-element [dpe.rec.gdl.id][dpe.par.gdl.sq]-[dpe.gdl.sq] looks invalid. Expected value is from external code list - ICD-9-CM Diagnosis code (131) and a decimal point should not be used. Diagnosis Pointer to this code is required to provide exact,1444,56%,0x3939663
"For claims with dates of service before 10/1/2015, Diagnosis Type (2300 HI02-01) must be BF.
For claims with dates of service on or after 10/1/2015, Diagnosis Type (2300 HI02-01) must be ABF.
",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date should be within the Statement Dates range.,1445,37%,0x393946E
"If Diag Code 2 (2300 HI01-02) is Blank, then no validation is performed. 

Diag Code 1 cannot be blank if Diag Code 2 contains a value.

Diag Code 2 must be a valid ICD9/ICD10 code and left-justified.

If Diag Code 2 is 3 or 4 digits and a 4 or 5 digit code is available, then it must be coded to the most specific level.

Multiple occurrences of the same diagnosis code is not allowd.

",Value of element [dpe.rec.gdl.id][dpe.gdl.sq] is incorrect. Expected value is from external code list - Diagnosis Related Group Code (229). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected a,1446,46%,0x3939327
"For claims with dates of service before 10/1/2015, Diagnosis Type (2300 HI03-01) must be BF.
For claims with dates of service on or after 10/1/2015, Diagnosis Type (2300 HI03-01) must be ABF.
",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date should be within the Statement Dates range.,1447,37%,0x393946E
"If Diag Code 3 (2300 HI01-02) is Blank, then no validation is performed. 

Diag Code 1 and 2 cannot be blank if Diag Code 3 contains a value.

Diag Code 3 must be a valid ICD9/ICD10 code and left-justified.

If Diag Code 3 is 3 or 4 digits and a 4 or 5 digit code is available, then it must be coded to the most specific level.

Multiple occurrences of the same diagnosis code is not allowed.
",Value of element DSB08 is incorrect. Expected value is from external code list - ICD-9-CM Diagnosis Code (131) when DSB07='DX'.,1448,46%,0x3939367
"For claims with dates of service before 10/1/2015, Diagnosis Type (2300 HI04-01) must be BF.
For claims with dates of service on or after 10/1/2015, Diagnosis Type (2300 HI04-01) must be ABF.
",Value of element DTP03 (Date - Service Date) is incorrect. Expected value for date should be within the Statement Dates range.,1449,37%,0x393946E
"If Diag Code 4 (2300 HI01-02) is Blank, then no validation is performed. 

Diag Code 1, 2 and 3 cannot be blank if Diag Code 4 contains a value.

Diag Code 4 must be a valid ICD9/ICD10 code and left-justified.

If Diag Code 4 is 3 or 4 digits and a 4 or 5 digit code is available, then it must be coded to the most specific level.

Multiple occurrences of the same diagnosis code is not allowed.
",Value of sub-element HI04-02 can not be verified because there were no pointers to this code. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec.dc]{br}{tab,1450,46%,0x3939607
"If present, the Referring Provider Secondary ID Qualifier (2310A REF01) must be 0B, 1G, or G2 or the claim will reject.

2008255012 - For Medicare only: can only allow LU, 0B, EI, and SY, except if the 2300 REF01 = P4 and REF02 = 31 (VA MRA PROJECT CLAIM).
2009306004 - DMC - Removed Dakota claims from edit per Protrac.
2009335002 - DMC - Returned TMG to edits for Dakota claims.
2010099011 - updated for dental FEP 
2010218002-07/22/2011- DMC - Revised per 5010 IG.
2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Segment REF (Referring Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1451,41%,0x3938B78
"If the referring second Id field (2310A REF02) is present then the referring second id qual field (2310A REF01) must be present or the claim will reject.

2009306004 - DMC - Removed Dakota claims from edit.
2009335002 - DMC - Returned TMG to edits for Dakota claims. 
2010218002-07/22/2011- DMC - Revised per 5010 IG.


2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Segment REF (Referring Provider Secondary Identification) is used. It is not expected to be used when National Provider ID is mandated for use and NM109 is used. Segment [dpe.gdl.id] is defined in the guideline at position [dpe.gdl.sq].{br}{br}This error ,1452,43%,0x3938B78
"If present, the Entity Type Qualifier field (2310B NM102) must contain either 1 or 2 or the claim will reject.

2006289028 - RMP - converted private LOB's
2007264028 - RMP - added ARCAID and COMM
2010218002-07/22/2011- DMC - Revised per 5010 IG.

2012292012 - 10/22/2012 - slc - added Tyson to edit for baseline
2013123008 - 05/03/2013 - slc - added Exchange Payers to edit for baseline
2013140007 - 05/22/2013 - slc - added Exchange Shop Payer to edit for baseline",Value of element PS101 is incorrect. It must match corresponding Purchased Service Provider Identifier in REF02 or NM109 in 2420B loop. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{b,1453,31%,0x3939421
"2310B provider affiliation check (this is the edit that sets all flags, will never show on gui)

rendpres flag if Rendering NPI (2310B NM109) is populated, this flag is set to 'Y' otherwise, it is set to 'N'

hightcrad flag is set to 'Y' if the value in Procedure Code (2400 SV101-02) on any service line contains one of the following codes: 0000T-0200T,70000-79999,93000-93400,93600-93619,93701-93770,93875-93899,93922-93990,A9500-A9999,G0100-G0400,J0152,J0280,J1245,J1250,J2785,Q0000-Q9999,S8000-S8999

editfired flag is just to keep track of if the edit has fired once for this claim or not. This will prevent multiples of the same edit errors on one claim

radclaim flag is set to 'Y' if the value in Procedure Code (2400 SV101-02) on any service line contains one of the following codes: 
0000T-0200T,70000-79999,93000-93400,93600-93619,93701-93770,93875-93899,93922-93990,A9500-A9999,G0100-G0400,J0152,J0280,J1245,J1250,J2785,Q0000-Q9999,S8000-S8999

2010267009 - 9/28/10 - fmb - enabled ITS and updated documentation
2010267008 - 9/28/10 - fmb - enable for BCBS
2010218002 - 7/27/2011 - RMP-new for 5010 Dental",Value of element REF02 (Information Receiver Secondary ID) is incorrect. Expected value is National Provider ID (format is '10 digits starting from 1-4 with optional '80840' prefix and last check digit') when REF01='HPI'.,1454,25%,0x3939390
